googl,,,,aapl,,,,adbe,,,,Meta,,,,msft,,,,5000       SIMULATIONS      RETURNS        OF      THE       STOCKS,,,,
Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,Date,Price,returns,,GOOGL,AAPL,ADBE,META,MSFT
,,,,,,,,,,,,,,,,,,,,-0.764681171575955%,0.223105586793599%,2.48589895368673%,1.67583425138641%,-0.632003970591705%
,,,,,,,,,,,,,,,,,,,,1.01788183676857%,2.46041541019111%,-1.8966859884058%,1.62053334376016%,-1.31955650882469%
,,,,,,,,,,,,,,,,,,,,-0.432876203625579%,-1.33499973940562%,-3.81973625353865%,-0.157458381615313%,-0.147276620321951%
,,,,,,,,,,,,,,,,,,,,0.0869436080646156%,-1.7813483703709%,2.57445099286359%,0.0809596564298916%,0.0985391954130241%
,,,,,,,,,,,,,,,,,,,,-0.293344859753707%,-0.220249966171112%,4.14195162234967%,0.512161808893474%,-0.981586686353442%
,,,,,,,,,,,,,,,,,,,,-1.55618167770859%,1.08698358291869%,-2.55459006587769%,4.53515827803612%,1.03881783800827%
,,,,,,,,,,,,,,,,,,,,3.03828919445193%,0.724850962035747%,0.808871959094176%,1.55746073470366%,0.638572645635568%
,,,,,,,,,,,,,,,,,,,,3.67885903745274%,-1.63779634272379%,2.87492418492475%,2.5119975476729%,0.607290645861478%
,,,,,,,,,,,,,,,,,,,,-0.036973855014258%,0.469442808525573%,-0.775155255228658%,1.67929169103403%,-0.921813630822012%
,,,,,,,,,,,,,,,,,,,,1.65951057995939%,-0.28674546857597%,-5.26018048049947%,-0.208082521242685%,-0.404699116399396%
,,,,,,,,,,,,,,,,,,,,-1.04991267117097%,1.71492381999993%,0.318440237030961%,-2.01539112196587%,-2.8459924792515%
,,,,,,,,,,,,,,,,,,,,0.656359441090457%,2.63116447945714%,1.93298028423038%,-3.98398167763065%,-0.619441893329996%
,,,,,,,,,,,,,,,,,,,,-1.18170694068879%,-3.06400542061144%,-0.259369712053024%,-1.34044741844832%,1.4138041366707%
,,,,,,,,,,,,,,,,,,,,-3.31389662046282%,0.762510923820102%,-2.1571252026171%,-0.758945659946683%,0.854456825103519%
,,,,,,,,,,,,,,,,,,,,1.72141404507602%,0.346690299688951%,-1.69432617097816%,-2.44238955202702%,-0.0461285269063481%
,,,,,,,,,,,,,,,,,,,,0.513423166343316%,-0.504326073604277%,-1.532219488852%,-1.80699642390767%,-1.60217923764718%
,,,,,,,,,,,,,,,,,,,,3.0952667508839%,2.33359623014456%,-0.319270684305862%,2.48715858215637%,0.800987783663069%
,,,,,,,,,,,,,,,,,,,,-2.31437061360304%,-4.01595592826186%,-1.01888374920723%,-0.696795930867999%,2.20162007105835%
,,,,,,,,,,,,,,,,,,,,0.399485171156316%,1.4223079707242%,-0.833656145745789%,2.05602519020526%,-0.460200858046386%
,,,,,,,,,,,,,,,,,,,,1.57611020808105%,-1.02704445352599%,-0.393869982810246%,1.37972221963817%,-1.24562819127423%
,,,,,,,,,,,,,,,,,,,,-0.860762616082681%,-1.13138343082359%,-0.0929776674700752%,2.44270070028072%,-0.618152986113974%
,,,,,,,,,,,,,,,,,,,,1.64632815308097%,1.7334847392121%,-0.26723218226843%,1.02164426976175%,-0.265252860091841%
,,,,,,,,,,,,,,,,,,,,-1.65313789540912%,2.54018569566955%,4.09764951554291%,-3.2883410768547%,-1.95327679511481%
,,,,,,,,,,,,,,,,,,,,2.68153159771668%,-1.99319936356179%,1.77807542853941%,1.15903207563009%,0.254994800476168%
,,,,,,,,,,,,,,,,,,,,2.33935679509814%,1.92097979904478%,0.617133325876564%,-5.04953432402056%,0.953141572493915%
,,,,,,,,,,,,,,,,,,,,-3.47599348317578%,-2.70987177535488%,2.71854451855217%,0.659185671216383%,-1.40041884133221%
,,,,,,,,,,,,,,,,,,,,-1.90035060983189%,3.42272567113492%,1.37915477316704%,1.44583145574442%,-0.316628640894361%
,,,,,,,,,,,,,,,,,,,,0.800949626884053%,-2.28026153293464%,2.46904734443929%,-2.16368228663552%,0.427696968165157%
,,,,,,,,,,,,,,,,,,,,-1.71019475124312%,-1.09244959022271%,0.185688474680877%,-2.89800788594731%,0.937262835283402%
,,,,,,,,,,,,,,,,,,,,0.783038966983542%,0.439068705528134%,1.49157004334985%,0.45668820216957%,0.667045387859538%
,,,,,,,,,,,,,,,,,,,,2.11871842374788%,-0.168908121323301%,1.97620670069624%,1.59772803519716%,0.794949727456061%
,,,,,,,,,,,,,,,,,,,,1.68173948591528%,2.54201963273382%,1.08465174316221%,-3.51843123710155%,1.2464024992316%
,,,,,,,,,,,,,,,,,,,,1.08797826638062%,3.44997018011355%,0.552785010882502%,-1.04138324364182%,-0.979051035321712%
,,,,,,,,,,,,,,,,,,,,3.01708326950961%,-0.0897759879558945%,3.28224143186434%,0.410968155237074%,0.127315913708699%
,,,,,,,,,,,,,,,,,,,,1.14626946567999%,3.00125915226165%,2.34799329327776%,0.745465795738328%,1.31024197396865%
,,,,,,,,,,,,,,,,,,,,-0.247976687048335%,2.92459110959616%,-0.830864743639707%,-0.690750575479075%,-0.213604487985284%
,,,,,,,,,,,,,,,,,,,,-2.51911566514206%,-4.18821156723273%,1.93222047444418%,-1.34942491261211%,-0.328589988148832%
,,,,,,,,,,,,,,,,,,,,2.88189011170047%,-2.17779852916754%,3.83993287955743%,-0.316090850266025%,-0.193257722623174%
,,,,,,,,,,,,,,,,,,,,-1.55254250367722%,-2.35147580955022%,-1.50153392444102%,-1.10803990382781%,0.32187754244729%
,,,,,,,,,,,,,,,,,,,,3.40092986431208%,1.7724588424287%,-3.58499402540873%,0.168301402035853%,0.580906290256056%
,,,,,,,,,,,,,,,,,,,,-2.55532255692479%,-0.269251423691976%,3.17651027947807%,-1.90475062882775%,1.7354381626082%
,,,,,,,,,,,,,,,,,,,,2.58722348941058%,1.25368915895698%,0.745815448392817%,1.7009420207936%,0.976851984468273%
,,,,,,,,,,,,,,,,,,,,1.11147223216566%,-2.23701018184009%,2.84262504182608%,0.686467139094074%,0.614160943679757%
,,,,,,,,,,,,,,,,,,,,0.422647530942177%,0.85639287292287%,-0.713681531056505%,1.51081659449938%,-0.752440254220109%
,,,,,,,,,,,,,,,,,,,,3.53857270826881%,1.05912900118906%,2.87669718682091%,3.70895452322451%,0.934010607212507%
,,,,,,,,,,,,,,,,,,,,-1.36255239365078%,-2.73131351023467%,4.75318269118233%,-2.04175501409884%,0.24174695598082%
,,,,,,,,,,,,,,,,,,,,-1.07975743725528%,0.361082926173581%,2.57887873168911%,3.16258479588797%,-1.35661460408518%
,,,,,,,,,,,,,,,,,,,,0.895683150531364%,-0.123930897208012%,2.60262984052165%,-2.99857873760966%,0.455600767083206%
,,,,,,,,,,,,,,,,,,,,-1.53839194775477%,-2.82060225410473%,-4.59363187304435%,-0.807457394882002%,-1.41209698291005%
,,,,,,,,,,,,,,,,,,,,-4.36006016185555%,-0.0144013841763066%,2.40342668284809%,3.18818416494751%,-0.200230951539394%
,,,,,,,,,,,,,,,,,,,,2.49590350683224%,1.37837417832958%,5.22436305930966%,-1.70113544423594%,0.120522516632156%
,,,,,,,,,,,,,,,,,,,,-0.786831209561203%,-0.63727221686883%,2.33052995481971%,0.292900549023441%,1.68178436597652%
,,,,,,,,,,,,,,,,,,,,-3.75861837915518%,0.0975987197635959%,-1.42441273642189%,0.821706633332159%,0.628531670667297%
,,,,,,,,,,,,,,,,,,,,0.957313632653118%,0.776257858043253%,-3.01674014209981%,2.2059670612606%,-2.45017670008474%
,,,,,,,,,,,,,,,,,,,,-2.52655313838846%,1.20779595352068%,-1.3723512157323%,0.442302317839554%,-1.43339679841026%
,,,,,,,,,,,,,,,,,,,,1.39170495548771%,2.20058856980855%,-0.591011695456788%,1.59602245351924%,-0.560405332464896%
,,,,,,,,,,,,,,,,,,,,1.35825672145136%,4.20061391322818%,-0.514437163762333%,-0.0420053186094489%,-1.6551881975688%
,,,,,,,,,,,,,,,,,,,,-1.5005394860536%,-1.23647237419931%,-2.55158760660898%,-4.15936971808311%,-0.515461544211472%
,,,,,,,,,,,,,,,,,,,,-0.608535809033265%,-0.533689566879614%,-2.28312238893922%,-1.38025986979404%,-0.097336893597331%
,,,,,,,,,,,,,,,,,,,,0.541122970091043%,-2.46058409577533%,-1.15280813573532%,1.84527961660882%,0.421661623461162%
,,,,,,,,,,,,,,,,,,,,2.25124148259665%,-0.923694637370213%,-1.50552356595932%,-5.74148374818607%,-0.0480150014185857%
,,,,,,,,,,,,,,,,,,,,0.736722945853847%,-0.292715333125955%,2.60569899952958%,-3.05616267386116%,-1.29953015463002%
,,,,,,,,,,,,,,,,,,,,3.97709200813124%,-1.64321211453733%,1.01946253215629%,-1.33392008459868%,0.0486071033565932%
,,,,,,,,,,,,,,,,,,,,3.49659094006599%,-0.0406927346240119%,0.151536644629458%,-1.40064713947978%,-0.151703534694244%
,,,,,,,,,,,,,,,,,,,,-0.0742323507154541%,0.981614451076375%,-2.42101108074707%,-0.540698069459717%,-0.121767699020569%
,,,,,,,,,,,,,,,,,,,,-0.983502795659193%,-2.59518398750882%,-0.150089630515061%,2.44553103601584%,-0.92034550594673%
,,,,,,,,,,,,,,,,,,,,-0.691032783843554%,2.74567766451077%,0.910829038602034%,2.45952886923325%,-0.303064566258899%
,,,,,,,,,,,,,,,,,,,,-2.21620944133835%,0.780236157727057%,-0.0172355504359452%,-1.18223694841385%,-0.930603329575627%
,,,,,,,,,,,,,,,,,,,,2.55771402975861%,-1.17479659415766%,-2.25168186002217%,-0.598919587325021%,-0.620765602372781%
,,,,,,,,,,,,,,,,,,,,0.327478333234134%,0.051953055492031%,2.69394506680877%,0.284430171591219%,1.74521622197227%
,,,,,,,,,,,,,,,,,,,,0.859410157960176%,-2.27060415444166%,-2.58695881731308%,-2.71480613154624%,-0.130907104248054%
,,,,,,,,,,,,,,,,,,,,-0.251875548590185%,2.30738566439956%,-0.644738176668748%,-2.49468827763241%,-0.088152955574506%
,,,,,,,,,,,,,,,,,,,,1.5862507487563%,-0.398497904530103%,-1.68336349206271%,-0.71803601868924%,2.2314902722777%
,,,,,,,,,,,,,,,,,,,,-2.35080454588829%,-0.717759235160287%,1.01921424100179%,-3.91219886128834%,0.531298172511605%
,,,,,,,,,,,,,,,,,,,,-1.21818798445318%,0.739158329317892%,2.78566756949532%,3.06604893085092%,2.3572965689054%
,,,,,,,,,,,,,,,,,,,,-0.580323485328789%,0.461298364642457%,-0.028661201876907%,1.62262081133701%,2.92019358694495%
,,,,,,,,,,,,,,,,,,,,-0.74020423223407%,0.33084212847145%,-1.56080782687326%,0.550910826721994%,-3.0492853894259%
,,,,,,,,,,,,,,,,,,,,-0.00753846957234727%,0.755919798731365%,2.71530227329572%,2.9444007810188%,-0.424449811006167%
,,,,,,,,,,,,,,,,,,,,3.07545038707415%,-1.48229021090436%,1.91956825462037%,-3.04270082675827%,0.316381226715048%
,,,,,,,,,,,,,,,,,,,,0.419212926796894%,-0.259446928493696%,0.138249723652686%,0.101336346882584%,-1.69466793087624%
,,,,,,,,,,,,,,,,,,,,1.61293075398715%,3.68488471838591%,-3.04959093655499%,3.05034646354018%,0.375453485162692%
,,,,,,,,,,,,,,,,,,,,3.34060121939417%,2.75005836942427%,2.58630530042203%,0.548861394600428%,1.02012825277315%
,,,,,,,,,,,,,,,,,,,,0.70525603539385%,0.624300776965943%,-0.919387181164853%,0.525289917115551%,0.554580665355952%
,,,,,,,,,,,,,,,,,,,,1.8585148238097%,0.344451833568597%,0.8812168337529%,-1.45506449609586%,-0.858151068194576%
,,,,,,,,,,,,,,,,,,,,-3.69068752735318%,1.09792109002947%,-1.56784188373229%,-0.278213284510751%,0.241937799312188%
,,,,,,,,,,,,,,,,,,,,0.566989372357262%,-1.04085552036056%,2.18255854455148%,-1.84261883914232%,1.72519391270263%
,,,,,,,,,,,,,,,,,,,,1.34136921313806%,0.0131642212677207%,-3.20971132982053%,-1.6530947887499%,-1.30544267995342%
,,,,,,,,,,,,,,,,,,,,-3.30643519281611%,0.730818461437737%,0.258103288634119%,0.315738018620946%,0.147865977469758%
,,,,,,,,,,,,,,,,,,,,3.74194873393222%,2.75199844103245%,-1.17420385613432%,-1.66185284195491%,-0.907070102678391%
,,,,,,,,,,,,,,,,,,,,-2.97402622483873%,-0.331497517318082%,-0.797017180182266%,2.07206591637976%,-1.4072894434478%
,,,,,,,,,,,,,,,,,,,,0.596164088702331%,-0.21109449358147%,0.223900631653834%,-0.441462055337414%,-3.63607771767501%
,,,,,,,,,,,,,,,,,,,,-1.04024417982861%,1.41965327790177%,2.07558900005961%,-0.606436017944482%,-1.22754349462634%
,,,,,,,,,,,,,,,,,,,,0.406449491197917%,1.56896869791505%,-1.78489248446234%,1.06096969718793%,-0.0963674067032417%
,,,,,,,,,,,,,,,,,,,,1.13938746689265%,1.23245622327421%,-2.35965167187545%,4.16823477617864%,1.20255444742582%
,,,,,,,,,,,,,,,,,,,,2.53196007605509%,0.700795930970464%,-0.73910129496967%,-3.89128550946838%,0.454276338920881%
,,,,,,,,,,,,,,,,,,,,-0.296556258906708%,-2.96072192341528%,2.06870658298703%,1.45524820007523%,1.36500305253633%
,,,,,,,,,,,,,,,,,,,,-0.1466282206126%,1.89205409346707%,0.710997191441475%,-0.463542469962482%,0.719867033388146%
,,,,,,,,,,,,,,,,,,,,-1.56012876993176%,3.32987507314646%,3.42909993189926%,-1.76469834665573%,-1.90598658580755%
,,,,,,,,,,,,,,,,,,,,0.239525067323263%,1.67934935657576%,-0.124678147357976%,1.73986074708356%,-0.000548479027421851%
,,,,,,,,,,,,,,,,,,,,2.81555863398952%,0.110741388824306%,1.24891516500471%,0.531533964634044%,1.33149101960969%
,,,,,,,,,,,,,,,,,,,,-3.65219838768217%,1.0648526403545%,-0.181680830021042%,-0.888338387113165%,1.97677747214023%
,,,,,,,,,,,,,,,,,,,,-0.787970088330218%,2.50163688163321%,-0.264462420991969%,-1.30123350453202%,1.88615710830642%
,,,,,,,,,,,,,,,,,,,,0.851507624753835%,-0.658051684958872%,-0.307002869292665%,-3.19026480618094%,-1.19576663531175%
,,,,,,,,,,,,,,,,,,,,1.05549454729066%,2.40685199500233%,0.291216899176132%,5.22908384287154%,-0.693978884429213%
,,,,,,,,,,,,,,,,,,,,-1.05735003996534%,-1.70430282683687%,2.32968781974918%,-3.41988436159472%,1.53450061859214%
,,,,,,,,,,,,,,,,,,,,0.857762355127266%,-1.3707242055669%,1.79763836054002%,-0.0283885686015532%,1.10760596468246%
,,,,,,,,,,,,,,,,,,,,3.31401279501677%,3.75048073488047%,3.30705789093314%,2.49125175723572%,0.0491809974077111%
,,,,,,,,,,,,,,,,,,,,-0.0212668010764148%,-0.0933427860486917%,-1.62462184037354%,-0.780305895118608%,-1.86284183171511%
,,,,,,,,,,,,,,,,,,,,-1.39834251422077%,-1.24745952408556%,2.22373907076858%,-3.41624653837363%,0.249714405845942%
,,,,,,,,,,,,,,,,,,,,-0.0027752562296899%,0.0524316686404327%,1.16154015433177%,4.13685148342728%,1.04827547428376%
,,,,,,,,,,,,,,,,,,,,2.72237595451282%,0.0881685523768129%,-0.273065643974614%,3.72920575220854%,-0.745896433765102%
,,,,,,,,,,,,,,,,,,,,0.424642589664615%,-1.36588374736134%,2.01105711656264%,1.08884381600155%,1.08580005130529%
,,,,,,,,,,,,,,,,,,,,3.64857762064866%,0.331134014846125%,0.0342705515352758%,-1.79937549330017%,1.95045726625545%
,,,,,,,,,,,,,,,,,,,,0.489172500988034%,-0.392873691268168%,-1.96869976517919%,2.3855650594111%,0.513907713317719%
,,,,,,,,,,,,,,,,,,,,1.76739338680909%,-1.48802411262068%,1.53754674403929%,2.14740122610657%,-2.09837493966408%
,,,,,,,,,,,,,,,,,,,,-1.38597550209273%,1.2961583240377%,0.899214459916863%,1.14274350291149%,-0.117002349260347%
,,,,,,,,,,,,,,,,,,,,1.42447619918733%,0.661621353908393%,1.35392650222635%,-3.0511285544989%,1.85253474236039%
,,,,,,,,,,,,,,,,,,,,-0.896264246246451%,0.647527449684159%,-2.48893335206399%,1.24835480192695%,0.0526495392186381%
,,,,,,,,,,,,,,,,,,,,1.29861682813094%,0.703713877780396%,-3.63059230378797%,3.89398948733023%,1.5244429439119%
,,,,,,,,,,,,,,,,,,,,1.90835583637609%,-0.761198738231609%,-1.97804093627085%,1.4643033317501%,-0.154840818617929%
,,,,,,,,,,,,,,,,,,,,-2.96903107434706%,2.52900060356746%,1.61151248886257%,0.79450127219681%,1.79990018962142%
,,,,,,,,,,,,,,,,,,,,-2.55114205480909%,-0.792887572253692%,1.06541766060958%,0.814028102592586%,2.09634563739993%
,,,,,,,,,,,,,,,,,,,,3.13016223981528%,-1.61606910324447%,-0.342519879980646%,2.21012464430357%,-1.68109135991626%
,,,,,,,,,,,,,,,,,,,,0.891953925971344%,0.891927922529838%,1.15207409355527%,-1.26956138452988%,2.82721020686835%
,,,,,,,,,,,,,,,,,,,,-4.41116127829436%,0.943557248097878%,-2.31709120183981%,0.870994957072701%,-1.00562748245003%
,,,,,,,,,,,,,,,,,,,,2.48587067941206%,2.83881854499073%,1.93192777716478%,3.2497024440928%,0.781165547982613%
,,,,,,,,,,,,,,,,,,,,-0.21018534488828%,0.407425832573696%,-0.465852979872684%,-0.889856939636421%,-0.633916157304135%
,,,,,,,,,,,,,,,,,,,,1.23665259360701%,0.821768483892545%,3.6749895156847%,0.355693791015485%,-1.86997799682913%
,,,,,,,,,,,,,,,,,,,,0.918053003177751%,-3.60780764825845%,1.75697401583927%,-1.12170397188926%,-1.93609922819185%
,,,,,,,,,,,,,,,,,,,,-1.38487282206142%,0.942112187483729%,0.730988070419883%,-2.54030564688557%,-0.222210012927247%
,,,,,,,,,,,,,,,,,,,,-2.00419161390604%,2.90948170250376%,4.49696762436903%,2.85222495119808%,-0.470123201801767%
,,,,,,,,,,,,,,,,,,,,-1.54608786110137%,0.624935960358932%,-0.65499481728475%,0.597862973913495%,0.701256718638815%
,,,,,,,,,,,,,,,,,,,,1.1045249575346%,-2.54024963845159%,0.323747470643001%,-5.85212016880014%,0.231928044112468%
,,,,,,,,,,,,,,,,,,,,0.98570284888715%,-0.410392363985664%,-3.91635084681049%,1.73612917477106%,0.447688201873807%
,,,,,,,,,,,,,,,,,,,,0.491801768647727%,5.17650490333557%,3.54061185356712%,-0.434689880965826%,1.29156899278116%
,,,,,,,,,,,,,,,,,,,,0.693912183823696%,-3.17156084154222%,2.8848819841545%,-6.52515902814794%,2.79835219779248%
,,,,,,,,,,,,,,,,,,,,-3.90450255202901%,-0.91820354933309%,1.73621103547208%,-0.760245277166003%,2.90614990666898%
,,,,,,,,,,,,,,,,,,,,0.629345088230383%,-2.43438072245848%,-3.42033848001202%,6.20609260424501%,0.0129231518554896%
,,,,,,,,,,,,,,,,,,,,-1.28602951537653%,0.427920729464319%,0.735039419903263%,2.61646734814782%,0.253653951839732%
,,,,,,,,,,,,,,,,,,,,-0.40852949912887%,1.43985747398163%,-0.407831715782628%,-2.88869174527654%,0.113765038315285%
,,,,,,,,,,,,,,,,,,,,0.710944883814393%,-1.87618682774221%,1.81075292031779%,-0.444283344773258%,1.63702363705957%
,,,,,,,,,,,,,,,,,,,,0.724528352452817%,-0.301462377326939%,-1.08001530936298%,0.999815897232054%,-0.950223257515001%
,,,,,,,,,,,,,,,,,,,,0.356492254878179%,-0.782361587977494%,0.499563978348517%,1.03441715690944%,0.322311701449733%
,,,,,,,,,,,,,,,,,,,,0.061652712292255%,-2.69791188843825%,1.18205081927341%,2.07680847330405%,-0.0220953493320155%
,,,,,,,,,,,,,,,,,,,,-0.734688531443427%,0.211541576163803%,-4.96619965791719%,-0.315087568528961%,-0.411401218181608%
,,,,,,,,,,,,,,,,,,,,-0.802726152784843%,3.74729406271291%,-4.3851253702163%,1.82217045977247%,-0.716990169406179%
,,,,,,,,,,,,,,,,,,,,-0.184544560555731%,2.07085491202725%,2.86665201062425%,-3.14419913880839%,0.82540084591244%
,,,,,,,,,,,,,,,,,,,,0.878265189215463%,-1.96992441776126%,-2.13312816676135%,-0.0748352699044505%,1.81784692495589%
,,,,,,,,,,,,,,,,,,,,0.497240076815159%,-0.812852180291544%,1.23971616506667%,-1.66389633217305%,-0.658701327135816%
,,,,,,,,,,,,,,,,,,,,-0.917449243673403%,1.92560303142648%,0.386204085078235%,0.523687730038622%,0.0676988936910648%
,,,,,,,,,,,,,,,,,,,,-1.26814685357272%,4.52959842905175%,-1.7865454228176%,-1.44298627890883%,1.51988746022432%
,,,,,,,,,,,,,,,,,,,,-1.26201979748024%,-1.60531445362653%,-2.66272875255435%,-1.03761284302553%,-0.734076109232369%
,,,,,,,,,,,,,,,,,,,,-1.32652942905599%,-1.29918916348251%,0.813192650129843%,0.867730197408222%,-1.40099526195963%
,,,,,,,,,,,,,,,,,,,,1.75462465071418%,-0.539280550965925%,1.12438628002937%,0.531316348684788%,2.20795585914916%
,,,,,,,,,,,,,,,,,,,,-1.316138097675%,0.465170894794536%,0.374493447958312%,-0.759916440123003%,1.17342972341076%
,,,,,,,,,,,,,,,,,,,,-0.82933075141387%,1.02346346000339%,-1.45738632466983%,-2.08059142829663%,-0.181982041038711%
,,,,,,,,,,,,,,,,,,,,2.78087203977012%,0.00916392633993389%,3.11436757791484%,-2.15135657663189%,0.630562233168094%
,,,,,,,,,,,,,,,,,,,,0.80816611489556%,0.510717177983842%,0.258252842420047%,-3.19565799753946%,-0.274664214157422%
,,,,,,,,,,,,,,,,,,,,-1.03806510124332%,1.92386724903989%,-0.185455286570361%,1.4750636545894%,1.01231416701158%
,,,,,,,,,,,,,,,,,,,,0.072486648554964%,-1.18518774676484%,-3.73930805606505%,-2.71122593726629%,0.209750925216879%
,,,,,,,,,,,,,,,,,,,,0.192179012093814%,0.553599000789356%,2.94413769054206%,2.32815317257104%,0.800248980533035%
,,,,,,,,,,,,,,,,,,,,-0.462388185947235%,1.06041913040368%,0.282433150035469%,0.295834224239578%,-2.6831715351883%
,,,,,,,,,,,,,,,,,,,,-0.385584901220358%,-1.74740096647208%,0.793679685910955%,-6.17579082995823%,-0.150239845277509%
,,,,,,,,,,,,,,,,,,,,3.30276840387863%,0.906921768219347%,0.393279740386011%,0.936447019710993%,1.20138803925191%
,,,,,,,,,,,,,,,,,,,,-1.74420638051034%,1.37392284243217%,1.96548968757518%,-5.60444596509503%,-0.526952269948509%
,,,,,,,,,,,,,,,,,,,,-0.827343808409144%,2.16562907790089%,0.265747735521088%,4.01714815329127%,-0.467541591272186%
,,,,,,,,,,,,,,,,,,,,-0.332423160749424%,1.28473255406726%,3.38759125159456%,1.31883235945305%,0.895579746009326%
,,,,,,,,,,,,,,,,,,,,2.77585180102542%,-4.32822200115682%,1.04240487922782%,-1.36907088949947%,3.31747994748315%
,,,,,,,,,,,,,,,,,,,,-2.02653269750313%,-2.5476590495182%,4.12431767602982%,1.38848233689273%,-2.90197426785009%
,,,,,,,,,,,,,,,,,,,,1.99680104310893%,1.19902070496895%,-1.44957607729553%,0.220914884907551%,0.252300162517319%
,,,,,,,,,,,,,,,,,,,,-0.748632457816454%,1.48895794174028%,1.93279133631313%,2.20176659590732%,0.943606936653965%
,,,,,,,,,,,,,,,,,,,,-2.13252673540381%,-2.20667634720435%,-0.515430844436216%,1.09807260703286%,-0.863789412553543%
,,,,,,,,,,,,,,,,,,,,-0.184636217545237%,1.03438709880798%,0.491429387053734%,2.73594547149424%,-0.305867322034024%
,,,,,,,,,,,,,,,,,,,,4.72730012616189%,0.275205751915288%,0.630998694511411%,-0.465133487160183%,1.72315306483916%
,,,,,,,,,,,,,,,,,,,,3.26565249000599%,-1.24814904235337%,3.66771833894819%,-1.80987186027357%,-0.19727133430739%
,,,,,,,,,,,,,,,,,,,,2.21315999662393%,0.69664131912184%,-1.3727147637707%,-1.23828182146033%,0.987742989897298%
,,,,,,,,,,,,,,,,,,,,0.640408796300792%,2.47903066790306%,0.985828178015617%,-2.29648676996275%,0.768959879996501%
,,,,,,,,,,,,,,,,,,,,-0.756741367725962%,1.52437474157202%,1.32473687130871%,-1.46083992789203%,2.35402398879872%
,,,,,,,,,,,,,,,,,,,,-1.32293527422479%,0.0781797781399241%,1.22019655698349%,-0.848263525022711%,-0.137563988149979%
,,,,,,,,,,,,,,,,,,,,-0.540952686359971%,2.3041405259188%,-0.445210837849966%,-1.38529107893286%,-0.257287734676352%
,,,,,,,,,,,,,,,,,,,,1.0376644175673%,-0.258942573347722%,2.94990590068699%,1.37737860514085%,-1.45896710356348%
,,,,,,,,,,,,,,,,,,,,-0.583605802493931%,0.292528966414106%,0.594324327826763%,0.555886893910902%,0.326351204927652%
,,,,,,,,,,,,,,,,,,,,-0.562461877713169%,1.36303694644336%,4.18502125321002%,1.93147739358192%,-0.255277485164043%
,,,,,,,,,,,,,,,,,,,,-0.20045970979556%,0.0660775432322732%,1.98856075588533%,4.66633012329352%,1.52599183966446%
,,,,,,,,,,,,,,,,,,,,-2.34533297204254%,2.19781061714766%,3.09627075505182%,-1.89510463432017%,0.801726762013242%
,,,,,,,,,,,,,,,,,,,,-0.697173615953906%,4.90151907795003%,-2.62698730788578%,-2.46699581409013%,0.172633768427665%
,,,,,,,,,,,,,,,,,,,,-1.15993008196193%,-3.01560052174181%,-2.06679497916914%,-0.389113733009012%,-0.641989380129983%
,,,,,,,,,,,,,,,,,,,,3.05907555800602%,-0.73157196635976%,-2.42740090708564%,1.02786628247777%,1.59156675324079%
,,,,,,,,,,,,,,,,,,,,1.47960337916074%,-0.85055114243538%,1.77030154007607%,0.410813938005899%,0.0999000825452478%
,,,,,,,,,,,,,,,,,,,,1.64878915282257%,-0.126340743188854%,4.61399647264149%,1.15197194724081%,0.137600332239727%
